Symbol,Series,Exdate,CorporateActions,PreOpenPrice,NetChg,PctChg,PrevClose,TradedQty,TradedValue(in lakhs),FFMarketCapital,YearlyHigh,YearlyLow,SummaryValue,SummaryQty,FinalQty,SummaryFinalQty
BAYERCROP,EQ,27-Jul-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 25 PER SHARE,6075.00,57.50,0.96,6017.50,27,1.64,7842.73,6450.00,2925.00,27279.67,29270452,0,29270452
PIIND,EQ,-,-,1986.00,18.95,0.96,1967.05,156,3.10,15816.68,2160.00,970.10,27279.67,29270452,0,29270452
HDFCLIFE,EQ,-,-,595.00,5.65,0.96,589.35,5660,33.68,42839.99,647.60,340.00,27279.67,29270452,0,29270452
RUPA,EQ,-,-,212.60,2.00,0.95,210.60,32,0.07,452.19,251.60,100.50,27279.67,29270452,0,29270452
DWARKESH,EQ,03-Aug-2020, ANNUAL GENERAL MEETING,31.95,0.30,0.95,31.65,2015,0.64,345.67,42.00,13.35,27279.67,29270452,0,29270452
CONCOR,EQ,-,-,413.00,3.90,0.95,409.10,4358,18.00,11216.80,666.00,263.40,27279.67,29270452,0,29270452
HDFCAMC,EQ,09-Jul-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 28 PER SH,2525.00,23.75,0.95,2501.25,1374,34.69,13841.76,3844.00,1962.00,27279.67,29270452,0,29270452
ITDCEM,EQ,-,-,58.75,0.55,0.95,58.20,6623,3.89,529.90,74.00,26.15,27279.67,29270452,0,29270452
GODREJAGRO,EQ,22-Jul-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 5.50 PER SHARE,494.75,4.65,0.95,490.10,41,0.20,1506.13,598.00,265.05,27279.67,29270452,0,29270452
ARIES,EQ,-,-,80.80,0.75,0.94,80.05,136,0.11,48.93,93.45,34.00,27279.67,29270452,0,29270452
BRIGADE,EQ,-,-,183.30,1.70,0.94,181.60,99,0.18,1967.12,254.90,90.50,27279.67,29270452,0,29270452
PFIZER,EQ,27-Aug-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 10 PER SHARE,4784.30,44.60,0.94,4739.70,80,3.83,7372.24,5170.00,2852.20,27279.67,29270452,0,29270452
MANALIPETC,EQ,-,-,26.95,0.25,0.94,26.70,7819,2.11,252.58,27.45,7.95,27279.67,29270452,0,29270452
SMSLIFE,EQ,-,-,462.75,4.30,0.94,458.45,4,0.02,44.35,555.90,152.65,27279.67,29270452,0,29270452
TFCILTD,EQ,06-Aug-2020, ANNUAL GENERAL MEETING,42.90,0.40,0.94,42.50,365,0.16,229.84,90.45,28.75,27279.67,29270452,0,29270452
SRTRANSFIN,EQ,11-Aug-2020, ANNUAL GENERAL MEETING,780.00,7.25,0.94,772.75,17445,136.07,14470.94,1340.20,431.37,27279.67,29270452,0,29270452
ORISSAMINE,EQ,-,-,2685.60,24.70,0.93,2660.90,49,1.32,798.27,3140.00,554.00,27279.67,29270452,0,29270452
SUDARSCHEM,EQ,27-Aug-2020, ANNUAL GENERAL MEETING,478.00,4.40,0.93,473.60,1248,5.97,1868.80,505.85,290.10,27279.67,29270452,0,29270452
RKFORGE,EQ,-,-,250.45,2.30,0.93,248.15,557,1.40,440.31,415.10,133.45,27279.67,29270452,0,29270452
PNBHOUSING,EQ,28-Jul-2020, ANNUAL GENERAL MEETING,305.00,2.80,0.93,302.20,5345,16.30,1778.91,714.75,145.65,27279.67,29270452,0,29270452
COFORGE,EQ,-,-,2020.00,18.55,0.93,2001.45,1071,21.63,3627.31,2079.00,735.35,27279.67,29270452,0,29270452
EXIDEIND,EQ,-,-,173.95,1.60,0.93,172.35,4931,8.58,7910.87,208.75,124.70,27279.67,29270452,0,29270452
IBULHSGFIN,EQ,-,-,225.95,2.05,0.92,223.90,41166,93.01,7180.04,468.60,81.00,27279.67,29270452,0,29270452
RIIL,EQ,-,-,421.00,3.85,0.92,417.15,4679,19.70,346.44,479.95,162.25,27279.67,29270452,0,29270452
MOREPENLAB,EQ,-,-,27.40,0.25,0.92,27.15,8169,2.24,793.17,34.95,7.20,27279.67,29270452,0,29270452
HONAUT,EQ,10-Aug-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 75 PER SHARE,34199.00,313.20,0.92,33885.80,7,2.39,7490.05,39524.95,20148.60,27279.67,29270452,0,29270452
SRIPIPES,EQ,17-Jul-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 7 PER SHARE,192.50,1.75,0.92,190.75,136,0.26,463.20,234.00,96.00,27279.67,29270452,0,29270452
CESCVENT,EQ,23-Jul-2020, ANNUAL GENERAL MEETING,267.75,2.45,0.92,265.30,326,0.87,351.67,410.90,109.00,27279.67,29270452,0,29270452
SARDAEN,EQ,-,-,278.95,2.55,0.92,276.40,245,0.68,259.06,297.70,98.05,27279.67,29270452,0,29270452
AKZOINDIA,EQ,20-Aug-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 14 PER SHARE,2159.00,19.60,0.92,2139.40,90,1.94,2046.01,2500.00,1688.55,27279.67,29270452,0,29270452
UPL,EQ,19-Aug-2020, DIVIDEND - RS 6 PER SH,524.00,4.75,0.91,519.25,24659,129.21,28564.60,617.75,240.15,27279.67,29270452,0,29270452
BEML,EQ,-,-,718.00,6.50,0.91,711.50,1416,10.17,1362.98,1108.95,369.50,27279.67,29270452,0,29270452
INDNIPPON,EQ,-,-,373.00,3.35,0.91,369.65,25,0.09,284.31,471.80,167.15,27279.67,29270452,0,29270452
GUJALKALI,EQ,-,-,381.55,3.45,0.91,378.10,2016,7.69,722.01,484.70,180.10,27279.67,29270452,0,29270452
BLUESTARCO,EQ,-,-,696.20,6.25,0.91,689.95,862,6.00,4053.56,887.55,408.90,27279.67,29270452,0,29270452
SONATSOFTW,EQ,-,-,321.00,2.90,0.91,318.10,488,1.57,2308.13,354.95,147.25,27279.67,29270452,0,29270452
CHOLAFIN,EQ,-,-,252.00,2.25,0.90,249.75,8965,22.59,9825.37,349.00,117.40,27279.67,29270452,0,29270452
MEGH,EQ,-,-,73.15,0.65,0.90,72.50,3271,2.39,940.33,80.90,32.05,27279.67,29270452,0,29270452
HNDFDS,EQ,-,-,735.00,6.55,0.90,728.45,14,0.10,370.60,809.00,380.00,27279.67,29270452,0,29270452
LAURUSLABS,EQ,-,-,1174.00,10.45,0.90,1163.55,1173,13.77,5349.22,1246.00,295.00,27279.67,29270452,0,29270452
IOB,EQ,14-Aug-2020, ANNUAL GENERAL MEETING,11.15,0.10,0.90,11.05,22677,2.53,726.51,13.75,6.05,27279.67,29270452,0,29270452
HAVELLS,EQ,-,-,645.00,5.75,0.90,639.25,1684,10.86,16007.15,765.75,447.05,27279.67,29270452,0,29270452
HINDZINC,EQ,27-Aug-2020, ANNUAL GENERAL MEETING,230.75,2.05,0.90,228.70,4974,11.48,5797.98,258.95,116.05,27279.67,29270452,0,29270452
BAJFINANCE,EQ,-,-,3704.00,33.20,0.90,3670.80,9251,342.66,97181.93,4923.40,1783.00,27279.67,29270452,0,29270452
GOACARBON,EQ,-,-,235.95,2.10,0.90,233.85,20,0.05,85.60,375.15,108.60,27279.67,29270452,0,29270452
RAMCOCEM,EQ,28-Aug-2020, ANNUAL GENERAL MEETING,726.15,6.50,0.90,719.65,1016,7.38,9154.77,884.25,455.00,27279.67,29270452,0,29270452
JINDALPOLY,EQ,-,-,503.00,4.45,0.89,498.55,398,2.00,545.74,525.00,150.00,27279.67,29270452,0,29270452
UNIPLY,EQ,-,-,5.65,0.05,0.89,5.60,911,0.05,72.17,59.40,3.70,27279.67,29270452,0,29270452
HCG,EQ,-,-,129.80,1.15,0.89,128.65,50,0.06,741.65,139.50,62.05,27279.67,29270452,0,29270452
KAMATHOTEL,EQ,-,-,34.15,0.30,0.89,33.85,310,0.11,31.13,46.30,14.05,27279.67,29270452,0,29270452
SMSPHARMA,EQ,-,-,90.45,0.80,0.89,89.65,497,0.45,235.26,100.95,24.00,27279.67,29270452,0,29270452
ASALCBR,EQ,27-Aug-2020, ANNUAL GENERAL MEETING/DIVIDEND - RE 1 PER SHARE,284.90,2.50,0.89,282.40,455,1.30,214.43,297.75,123.05,27279.67,29270452,0,29270452
AVANTIFEED,EQ,20-Aug-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 0.10 PER SHARE,563.80,4.90,0.88,558.90,891,5.02,2208.28,770.00,250.50,27279.67,29270452,0,29270452
AVADHSUGAR,EQ,-,-,200.85,1.75,0.88,199.10,11,0.02,159.43,364.00,88.50,27279.67,29270452,0,29270452
MINDACORP,EQ,-,-,80.20,0.70,0.88,79.50,811,0.65,541.93,122.00,52.75,27279.67,29270452,0,29270452
TVSMOTOR,EQ,-,-,453.70,3.95,0.88,449.75,1327,6.02,9187.83,504.00,240.10,27279.67,29270452,0,29270452
ASHOKA,EQ,31-Aug-2020, ANNUAL GENERAL MEETING,74.10,0.65,0.88,73.45,4460,3.30,948.48,128.25,37.05,27279.67,29270452,0,29270452
NBCC,EQ,-,-,28.50,0.25,0.88,28.25,15078,4.30,1932.30,45.80,14.05,27279.67,29270452,0,29270452
SUNPHARMA,EQ,19-Aug-2020, ANNUAL GENERAL MEETING/DIVIDEND - RE 1 PER SHARE,560.65,4.90,0.88,555.75,26758,150.02,60004.37,564.75,312.00,27279.67,29270452,0,29270452
WESTLIFE,EQ,-,-,378.00,3.25,0.87,374.75,76,0.29,2391.70,499.40,261.45,27279.67,29270452,0,29270452
WSTCSTPAPR,EQ,-,-,205.60,1.75,0.86,203.85,1002,2.06,592.42,286.00,100.05,27279.67,29270452,0,29270452
DBL,EQ,-,-,396.95,3.40,0.86,393.55,372,1.48,1345.64,477.00,190.00,27279.67,29270452,0,29270452
GAIL,EQ,-,-,99.95,0.85,0.86,99.10,19616,19.61,18325.16,148.75,65.00,27279.67,29270452,0,29270452
INDOSTAR,EQ,-,-,310.50,2.65,0.86,307.85,415,1.29,1137.54,331.20,166.00,27279.67,29270452,0,29270452
LICHSGFIN,EQ,-,-,317.00,2.70,0.86,314.30,10677,33.85,9516.93,486.75,185.25,27279.67,29270452,0,29270452
VIPIND,EQ,27-Jul-2020, ANNUAL GENERAL MEETING,301.00,2.55,0.85,298.45,2796,8.42,1982.28,519.50,187.65,27279.67,29270452,0,29270452
SOLARA,EQ,28-Jul-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 2 PER SHARE,960.00,8.10,0.85,951.90,425,4.08,1405.99,1030.00,336.60,27279.67,29270452,0,29270452
DFMFOODS,EQ,-,-,312.80,2.65,0.85,310.15,253,0.79,404.25,333.85,154.00,27279.67,29270452,0,29270452
MINDAIND,EQ,-,-,348.00,2.95,0.85,345.05,334,1.16,2721.04,425.90,206.25,27279.67,29270452,0,29270452
BATAINDIA,EQ,29-Jul-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 4 PER SHARE,1352.20,11.45,0.85,1340.75,675,9.13,8099.20,1895.45,1000.00,27279.67,29270452,0,29270452
SOBHA,EQ,23-Jul-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 7 PER SHARE,269.70,2.25,0.84,267.45,130,0.35,1217.59,549.80,120.65,27279.67,29270452,0,29270452
BSE,EQ,22-Jul-2020, DIVIDEND - RS 17 PER SHARE,525.00,4.35,0.84,520.65,995,5.22,2344.19,590.00,275.00,27279.67,29270452,0,29270452
BAJAJHIND,EQ,-,-,6.00,0.05,0.84,5.95,9011,0.54,546.32,8.45,2.35,27279.67,29270452,0,29270452
QUICKHEAL,EQ,04-Aug-2020, ANNUAL GENERAL MEETING,134.10,1.10,0.83,133.00,660,0.89,187.86,147.35,63.10,27279.67,29270452,0,29270452
BAJAJFINSV,EQ,-,-,6599.90,54.35,0.83,6545.55,624,41.18,39582.36,9950.00,3985.30,27279.67,29270452,0,29270452
GODFRYPHLP,EQ,-,-,1011.00,8.30,0.83,1002.70,165,1.67,1459.76,1481.75,732.00,27279.67,29270452,0,29270452
GARFIBRES,EQ,-,-,1925.00,15.85,0.83,1909.15,11,0.21,1838.15,2040.00,885.00,27279.67,29270452,0,29270452
LALPATHLAB,EQ,-,-,1856.00,15.35,0.83,1840.65,49,0.91,5522.71,2029.00,1170.00,27279.67,29270452,0,29270452
TATACOFFEE,EQ,12-Jun-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 1.50 PER SHARE,116.40,0.95,0.82,115.45,688,0.80,927.19,119.90,48.00,27279.67,29270452,0,29270452
STAR,EQ,24-Jul-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 2 PER SHARE,629.80,5.15,0.82,624.65,1310,8.25,3860.44,653.00,268.00,27279.67,29270452,0,29270452
MOIL,EQ,-,-,154.50,1.25,0.82,153.25,2953,4.56,1309.34,170.00,85.55,27279.67,29270452,0,29270452
AEGISCHEM,EQ,-,-,221.45,1.80,0.82,219.65,311,0.69,2909.70,267.05,107.25,27279.67,29270452,0,29270452
ATULAUTO,EQ,-,-,190.65,1.55,0.82,189.10,634,1.21,195.02,298.45,116.80,27279.67,29270452,0,29270452
HDFC,EQ,09-Jul-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 21 PER SHARE,1898.45,15.20,0.81,1883.25,6874,130.50,325731.04,2499.90,1473.45,27279.67,29270452,0,29270452
HINDPETRO,EQ,02-Jul-2020, DIVIDEND - RS 9.75 PER SHARE,211.30,1.70,0.81,209.60,4989,10.54,15650.27,328.75,150.00,27279.67,29270452,0,29270452
LUPIN,EQ,03-Aug-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS  6 PER SHARE,984.00,7.90,0.81,976.10,1163,11.44,23438.29,1035.00,504.75,27279.67,29270452,0,29270452
CADILAHC,EQ,12-Aug-2020, ANNUAL GENERAL MEETING,392.00,3.15,0.81,388.85,3426,13.43,9952.06,411.50,202.00,27279.67,29270452,0,29270452
PFC,EQ,-,-,99.00,0.80,0.81,98.20,5678,5.62,11407.26,133.40,74.15,27279.67,29270452,0,29270452
ONGC,EQ,-,-,81.00,0.65,0.81,80.35,26234,21.25,29313.94,149.65,50.00,27279.67,29270452,0,29270452
PTC,EQ,-,-,61.90,0.50,0.81,61.40,13052,8.08,1453.99,68.70,32.40,27279.67,29270452,0,29270452
APARINDS,EQ,07-Aug-2020, ANNUAL GENERAL MEETING,350.55,2.80,0.81,347.75,50,0.18,532.32,595.45,239.20,27279.67,29270452,0,29270452
PANAMAPET,EQ,31-Aug-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 1.20 PER SHARE,56.00,0.45,0.81,56.75,362,0.20,161.35,84.40,25.50,27279.67,29270452,0,29270452
VEDL,EQ,-,-,129.90,1.05,0.81,128.85,22485,29.21,23469.08,167.00,60.20,27279.67,29270452,0,29270452
CEATLTD,EQ,-,-,945.00,7.55,0.81,937.45,214,2.02,2009.76,1094.40,600.00,27279.67,29270452,0,29270452
DIXON,EQ,-,-,8379.90,66.90,0.80,8313.00,93,7.79,5770.95,8824.00,2430.00,27279.67,29270452,0,29270452
VSTIND,EQ,20-Jul-2020, DIVIDEND - RS 103 PER SHARE,3499.95,27.45,0.79,3472.50,18,0.63,2252.13,4848.00,2536.05,27279.67,29270452,0,29270452
WELSPUNIND,EQ,-,-,57.75,0.45,0.79,57.30,10953,6.33,1784.69,59.40,18.45,27279.67,29270452,0,29270452
JAYSREETEA,EQ,-,-,70.15,0.55,0.79,69.60,401,0.28,100.49,70.90,22.65,27279.67,29270452,0,29270452
IGARASHI,EQ,-,-,324.95,2.50,0.78,322.45,428,1.39,253.73,416.40,149.55,27279.67,29270452,0,29270452
HIMATSEIDE,EQ,-,-,84.50,0.65,0.78,83.85,1678,1.42,379.76,165.50,42.95,27279.67,29270452,0,29270452
STRTECH,EQ,27-Aug-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 3.50 PER SHARE,160.95,1.25,0.78,159.70,3499,5.63,2946.59,180.00,58.65,27279.67,29270452,0,29270452
INDIACEM,EQ,-,-,122.50,0.95,0.78,121.55,5184,6.35,2448.42,140.00,69.50,27279.67,29270452,0,29270452
HEG,EQ,-,-,880.00,6.85,0.78,873.15,1487,13.09,1347.99,1474.00,409.60,27279.67,29270452,0,29270452
MGL,EQ,-,-,1000.00,7.75,0.78,992.25,1092,10.92,5684.71,1246.20,663.90,27279.67,29270452,0,29270452
RAYMOND,EQ,30-Jul-2020, ANNUAL GENERAL MEETING,306.90,2.35,0.77,304.55,6118,18.78,1054.30,829.00,210.00,27279.67,29270452,0,29270452
UCALFUEL,EQ,-,-,143.10,1.10,0.77,142.00,1033,1.48,94.20,158.95,61.35,27279.67,29270452,0,29270452
GREAVESCOT,EQ,05-Aug-2020, ANNUAL GENERAL MEETING,85.85,0.65,0.76,85.20,4383,3.76,886.45,154.45,66.05,27279.67,29270452,0,29270452
M&M,EQ,16-Jul-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 2.35 PER SHARE,636.20,4.80,0.76,631.40,4945,31.46,60441.29,648.60,245.40,27279.67,29270452,0,29270452
GRANULES,EQ,05-Aug-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 0.25 PER SHARE,311.65,2.35,0.76,309.30,3892,12.13,4403.77,335.75,89.40,27279.67,29270452,0,29270452
VBL,EQ,14-Aug-2020, INTERIM DIVIDEND - RS 2.50 PER SHARE,759.95,5.70,0.76,754.25,122,0.93,6967.79,870.00,482.20,27279.67,29270452,0,29270452
TRENT,EQ,24-Jul-2020, ANNUAL GENERAL MEETING/DIVIDEND - RE 1 PER SHARE,655.30,4.85,0.75,650.45,891,5.84,14567.29,804.70,365.00,27279.67,29270452,0,29270452
ABB,EQ,16-Jul-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 4.80 PER SHARE,993.00,7.40,0.75,985.60,424,4.21,5221.42,1601.00,722.00,27279.67,29270452,0,29270452
SWSOLAR,EQ,-,-,269.90,2.00,0.75,267.90,2522,6.81,988.09,664.85,69.70,27279.67,29270452,0,29270452
CREDITACC,EQ,06-Aug-2020, ANNUAL GENERAL MEETING,702.10,5.20,0.75,696.90,595,4.18,2007.86,1000.00,305.20,27279.67,29270452,0,29270452
KKCL,EQ,-,-,808.20,6.00,0.75,802.20,1,0.01,257.07,1220.00,566.20,27279.67,29270452,0,29270452
BOMDYEING,EQ,08-Jul-2020, DIVIDEND - RS 0.20 PER SHARE,73.60,0.55,0.75,73.05,1893,1.39,694.02,101.75,36.00,27279.67,29270452,0,29270452
MRPL,EQ,-,-,33.75,0.25,0.75,33.50,1956,0.66,645.83,56.60,20.75,27279.67,29270452,0,29270452
ACCELYA,EQ,-,-,1026.00,7.55,0.74,1018.45,21,0.22,380.04,1245.20,739.00,27279.67,29270452,0,29270452
GABRIEL,EQ,30-Jul-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 0.85 PER SHARE,116.00,0.85,0.74,115.15,677,0.79,694.71,140.00,39.50,27279.67,29270452,0,29270452
PRAKASH,EQ,-,-,47.45,0.35,0.74,47.10,1539,0.73,467.86,64.80,18.55,27279.67,29270452,0,29270452
TV18BRDCST,EQ,-,-,34.00,0.25,0.74,33.75,5043,1.71,2314.39,41.70,11.90,27279.67,29270452,0,29270452
JMFINANCIL,EQ,-,-,82.00,0.60,0.74,81.40,683,0.56,3406.91,124.70,55.45,27279.67,29270452,0,29270452
NUCLEUS,EQ,11-Aug-2020, INTERIM DIVIDEND - RS 3 PER SHARE,539.00,3.95,0.74,535.05,752,4.05,481.69,578.45,156.35,27279.67,29270452,0,29270452
SCHNEIDER,EQ,31-Aug-2020, ANNUAL GENERAL MEETING,88.00,0.65,0.74,87.35,132,0.12,522.14,114.00,58.00,27279.67,29270452,0,29270452
SBICARD,EQ,-,-,845.00,6.10,0.73,838.90,8299,70.13,8664.60,846.00,495.00,27279.67,29270452,0,29270452
HSCL,EQ,-,-,56.10,0.40,0.72,55.70,6286,3.53,606.52,92.00,27.20,27279.67,29270452,0,29270452
WIPRO,EQ,08-Jul-2020, ANNUAL GENERAL MEETING,274.00,1.95,0.72,272.05,14384,39.41,40419.94,290.80,159.40,27279.67,29270452,0,29270452
TINPLATE,EQ,21-Aug-2020, DIVIDEND - RE 1 PER SHARE,147.15,1.05,0.72,146.10,698,1.03,382.30,163.95,55.65,27279.67,29270452,0,29270452
CENTURYTEX,EQ,14-Aug-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 3 PER SHARE,365.00,2.60,0.72,362.40,2617,9.55,1902.49,987.55,218.60,27279.67,29270452,0,29270452
ENDURANCE,EQ,-,-,1134.50,8.10,0.72,1126.40,84,0.95,3961.07,1204.95,564.50,27279.67,29270452,0,29270452
MANGCHEFER,EQ,-,-,34.80,0.25,0.72,34.55,501,0.17,114.65,46.00,15.20,27279.67,29270452,0,29270452
SAKUMA,EQ,-,-,7.00,0.05,0.72,6.95,6100,0.43,47.43,10.70,3.15,27279.67,29270452,0,29270452
JAICORPLTD,EQ,-,-,99.00,0.70,0.71,98.30,11016,10.91,473.62,122.00,43.00,27279.67,29270452,0,29270452
KCP,EQ,27-Aug-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 0.15 PER SHARE,64.00,0.45,0.71,63.55,377,0.24,458.80,78.75,35.00,27279.67,29270452,0,29270452
ICICIGI,EQ,-,-,1293.00,9.10,0.71,1283.90,414,5.35,25673.94,1440.40,805.00,27279.67,29270452,0,29270452
ASHOKLEY,EQ,28-Aug-2020, ANNUAL GENERAL MEETING,71.00,0.50,0.71,70.50,30327,21.53,10140.78,87.50,33.70,27279.67,29270452,0,29270452
MRF,EQ,-,-,60000.00,420.15,0.71,59579.85,33,19.80,12381.65,73565.70,49915.10,27279.67,29270452,0,29270452
L&TFH,EQ,20-Jul-2020, ANNUAL GENERAL MEETING,72.10,0.50,0.70,71.60,29922,21.57,4593.52,134.00,45.90,27279.67,29270452,0,29270452
TATAELXSI,EQ,13-Jul-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 16.50 PER SHARE,1147.00,7.95,0.70,1139.05,1151,13.20,3901.48,1208.60,499.95,27279.67,29270452,0,29270452
INGERRAND,EQ,-,-,657.70,4.60,0.70,653.10,7,0.05,536.04,729.85,587.15,27279.67,29270452,0,29270452
FINCABLES,EQ,-,-,303.90,2.10,0.70,301.80,567,1.72,2307.85,433.70,162.40,27279.67,29270452,0,29270452
SHREECEM,EQ,-,-,21478.90,149.35,0.70,21329.55,68,14.61,28474.69,25355.00,15410.00,27279.67,29270452,0,29270452
SOLARINDS,EQ,-,-,1158.00,8.05,0.70,1149.95,16,0.19,2809.59,1349.00,773.05,27279.67,29270452,0,29270452
HERCULES,EQ,-,-,93.50,0.65,0.70,92.85,2,0.00,68.34,110.70,46.00,27279.67,29270452,0,29270452
IRB,EQ,16-Jul-2020, DIVIDEND - RS 5 PER SHARE,129.75,0.90,0.70,128.85,5822,7.55,1901.94,139.00,45.60,27279.67,29270452,0,29270452
AJANTPHARM,EQ,21-Jul-2020, ANNUAL GENERAL MEETING,1581.00,10.90,0.69,1570.10,415,6.56,3973.26,1759.95,903.40,27279.67,29270452,0,29270452
TORNTPHARM,EQ,-,-,2728.00,18.55,0.68,2709.45,690,18.82,13296.51,3031.20,1555.00,27279.67,29270452,0,29270452
GODREJCP,EQ,-,-,675.50,4.55,0.68,670.95,1405,9.49,25379.16,772.00,425.10,27279.67,29270452,0,29270452
IOC,EQ,-,-,88.40,0.60,0.68,87.80,43770,38.69,22317.21,156.00,71.15,27279.67,29270452,0,29270452
DHANBANK,EQ,-,-,15.10,0.10,0.67,15.00,5399,0.82,296.02,18.30,7.15,27279.67,29270452,0,29270452
HEROMOTOCO,EQ,30-Jul-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 25 PER SHARE,3079.95,20.65,0.67,3059.30,1063,32.74,39719.07,3181.35,1475.00,27279.67,29270452,0,29270452
BEL,EQ,-,-,112.80,0.75,0.67,112.05,12383,13.97,13377.99,122.10,56.00,27279.67,29270452,0,29270452
CHALET,EQ,04-Aug-2020, ANNUAL GENERAL MEETING,166.00,1.10,0.67,164.90,1538,2.55,980.44,402.00,99.60,27279.67,29270452,0,29270452
POWERGRID,EQ,-,-,183.50,1.20,0.66,182.30,20064,36.82,46732.22,211.00,122.15,27279.67,29270452,0,29270452
DREDGECORP,EQ,-,-,312.90,2.05,0.66,310.85,502,1.57,235.00,413.70,121.00,27279.67,29270452,0,29270452
DCW,EQ,-,-,15.25,0.10,0.66,15.15,2412,0.37,147.31,19.20,6.55,27279.67,29270452,0,29270452
RPGLIFE,EQ,-,-,372.40,2.45,0.66,369.95,26,0.10,171.32,417.65,142.95,27279.67,29270452,0,29270452
OFSS,EQ,10-Aug-2020, ANNUAL GENERAL MEETING,3062.15,20.00,0.66,3042.15,30,0.92,7060.08,3262.70,1506.00,27279.67,29270452,0,29270452
IBULISL,EQ,-,-,53.00,0.35,0.66,52.65,164,0.09,268.07,150.50,31.00,27279.67,29270452,0,29270452
EICHERMOT,EQ,24-Aug-2020, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,2228.00,14.40,0.65,2213.60,2156,48.04,30825.11,2387.25,1245.01,27279.67,29270452,0,29270452
CROMPTON,EQ,-,-,272.00,1.75,0.65,270.25,876,2.38,12544.74,301.45,177.30,27279.67,29270452,0,29270452
JBMA,EQ,-,-,249.65,1.60,0.65,248.05,525,1.31,187.72,296.00,95.00,27279.67,29270452,0,29270452
SHK,EQ,24-Aug-2020, ANNUAL GENERAL MEETING,85.30,0.55,0.65,84.75,2226,1.90,359.31,147.90,47.50,27279.67,29270452,0,29270452
SUNFLAG,EQ,-,-,46.55,0.30,0.65,46.25,2237,1.04,325.07,50.85,20.05,27279.67,29270452,0,29270452
ADANIPOWER,EQ,16-Jun-2020, ANNUAL GENERAL MEETING,39.50,0.25,0.64,39.25,24941,9.85,2876.31,73.80,23.00,27279.67,29270452,0,29270452
ARVSMART,EQ,-,-,102.90,0.65,0.64,102.25,50,0.05,141.78,113.00,60.50,27279.67,29270452,0,29270452
DHAMPURSUG,EQ,-,-,156.80,1.00,0.64,155.80,748,1.17,527.50,245.95,65.55,27279.67,29270452,0,29270452
POLYCAB,EQ,13-Jul-2020, ANNUAL GENERAL MEETING,906.00,5.75,0.64,900.25,128,1.16,2279.10,1182.00,570.00,27279.67,29270452,0,29270452
CAMLINFINE,EQ,31-Jul-2020, ANNUAL GENERAL MEETING,96.45,0.60,0.63,95.85,2422,2.34,813.55,101.20,33.00,27279.67,29270452,0,29270452
SEQUENT,EQ,-,-,135.50,0.85,0.63,134.65,2466,3.34,1371.17,145.55,51.70,27279.67,29270452,0,29270452
JSWENERGY,EQ,04-Aug-2020, DIVIDEND - RE 1 PER SHARE,56.20,0.35,0.63,55.85,1404,0.79,2293.15,80.00,34.75,27279.67,29270452,0,29270452
CESC,EQ,23-Jul-2020, ANNUAL GENERAL MEETING,630.00,3.95,0.63,626.05,40,0.25,4149.37,851.70,365.25,27279.67,29270452,0,29270452
ELECTCAST,EQ,-,-,15.85,0.10,0.63,15.75,1,0.00,306.86,19.00,8.00,27279.67,29270452,0,29270452
EIHAHOTELS,EQ,03-Aug-2020, ANNUAL GENERAL MEETING,271.00,1.70,0.63,269.30,30,0.08,205.13,392.00,151.10,27279.67,29270452,0,29270452
ABCAPITAL,EQ,-,-,65.20,0.40,0.62,64.80,6200,4.04,3441.14,115.35,37.35,27279.67,29270452,0,29270452
EMAMILTD,EQ,-,-,356.00,2.20,0.62,353.80,437,1.56,7485.48,383.00,130.95,27279.67,29270452,0,29270452
MINDTREE,EQ,06-Jul-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 10 PER SHARE,1192.00,7.30,0.62,1184.70,971,11.57,4679.30,1208.80,667.00,27279.67,29270452,0,29270452
